order_id,order_date,ship_date,ship_mode,customer_id,segment,state,region,category,sub_category,sales,quantity,discount,profit
CA-1411,2020-05-31,2020-06-05,Standard Class,CUS-294,Corporate,California,East,Office Supplies,Pens,299.74,4,0.1,15.99
CA-1412,2020-05-19,2020-05-26,Standard Class,CUS-231,Home Office,Florida,South,Office Supplies,Binders,180.43,2,0.0,39.69
CA-1413,2023-12-27,2024-01-02,Standard Class,CUS-568,Consumer,New York,Central,Technology,Accessories,1119.08,3,0.1,14.92
CA-1414,2022-09-10,2022-09-13,Second Class,CUS-989,Corporate,New York,Central,Office Supplies,Binders,262.1,4,0.2,-40.62
CA-1415,2022-05-21,2022-05-28,Standard Class,CUS-291,Home Office,Texas,South,Furniture,Chairs,293.99,2,0.4,-270.47
CA-1416,2023-06-14,2023-06-16,First Class,CUS-410,Consumer,Illinois,East,Office Supplies,Paper,241.41,7,0.3,-102.08
CA-1417,2020-01-30,2020-02-06,Standard Class,CUS-207,Corporate,California,West,Furniture,Bookcases,1028.04,2,0.0,82.24
CA-1418,2021-09-06,2021-09-11,Second Class,CUS-797,Home Office,Illinois,West,Technology,Laptops,1915.24,6,0.3,-886.48
CA-1419,2020-04-20,2020-04-25,Standard Class,CUS-932,Home Office,California,East,Furniture,Bookcases,394.62,1,0.0,31.57
CA-1420,2020-01-08,2020-01-11,First Class,CUS-786,Corporate,California,East,Technology,Laptops,2900.69,6,0.0,522.12
CA-1421,2020-03-12,2020-03-17,Standard Class,CUS-754,Consumer,California,East,Technology,Laptops,3171.01,6,0.0,570.78
CA-1422,2021-07-23,2021-07-28,Standard Class,CUS-506,Consumer,Illinois,West,Office Supplies,Pens,79.54,3,0.2,-12.33
CA-1423,2023-11-12,2023-11-17,Standard Class,CUS-348,Consumer,Ohio,South,Furniture,Tables,2294.49,6,0.2,-676.87
CA-1424,2020-05-01,2020-05-06,Standard Class,CUS-480,Home Office,Michigan,South,Office Supplies,Appliances,111.67,3,0.0,24.57
CA-1425,2022-05-29,2022-06-05,Standard Class,CUS-850,Consumer,Washington,East,Furniture,Bookcases,2338.68,6,0.2,-689.91
CA-1426,2022-03-02,2022-03-09,Standard Class,CUS-270,Corporate,New York,South,Technology,Copiers,1048.18,2,0.0,188.67
CA-1427,2022-09-02,2022-09-06,First Class,CUS-897,Corporate,Illinois,West,Technology,Accessories,1300.81,3,0.0,234.15
CA-1428,2021-03-28,2021-04-01,Second Class,CUS-733,Consumer,Michigan,East,Office Supplies,Paper,176.13,2,0.0,38.75
CA-1429,2021-04-01,2021-04-03,First Class,CUS-301,Consumer,Illinois,Central,Technology,Copiers,661.04,2,0.1,8.81
CA-1430,2022-04-28,2022-05-03,Standard Class,CUS-515,Home Office,New York,Central,Furniture,Furnishings,496.1,1,0.0,39.69
CA-1431,2023-11-17,2023-11-24,Standard Class,CUS-369,Consumer,Illinois,East,Office Supplies,Pens,175.29,7,0.5,-224.37
CA-1432,2022-06-02,2022-06-09,Standard Class,CUS-129,Consumer,New York,South,Office Supplies,Binders,249.27,3,0.1,13.29
CA-1433,2021-09-30,2021-10-03,Second Class,CUS-124,Home Office,Ohio,West,Office Supplies,Paper,710.53,9,0.0,156.32
CA-1434,2021-05-17,2021-05-22,Standard Class,CUS-547,Corporate,Texas,Central,Office Supplies,Storage,221.94,5,0.5,-284.08
CA-1435,2020-07-05,2020-07-11,Standard Class,CUS-755,Consumer,Ohio,Central,Technology,Laptops,146.96,1,0.4,-120.51
CA-1436,2022-04-06,2022-04-13,Standard Class,CUS-382,Home Office,New York,South,Technology,Copiers,2651.9,4,0.1,35.36
CA-1437,2020-01-17,2020-01-24,Standard Class,CUS-352,Home Office,Ohio,South,Furniture,Furnishings,1725.18,8,0.1,-149.52
CA-1438,2022-07-14,2022-07-21,Standard Class,CUS-499,Consumer,Washington,West,Technology,Copiers,1483.57,6,0.4,-1216.52
CA-1439,2021-04-05,2021-04-11,Standard Class,CUS-120,Consumer,Texas,West,Furniture,Bookcases,1781.52,4,0.1,-154.4
CA-1440,2023-03-15,2023-03-20,Standard Class,CUS-967,Consumer,Ohio,South,Office Supplies,Pens,238.9,4,0.0,52.56
CA-1441,2023-10-22,2023-10-27,Standard Class,CUS-842,Corporate,Ohio,South,Furniture,Bookcases,1117.54,6,0.4,-1028.13
CA-1442,2022-07-04,2022-07-09,Second Class,CUS-737,Home Office,Washington,East,Technology,Laptops,4664.22,9,0.0,839.56
CA-1443,2023-03-16,2023-03-17,Same Day,CUS-577,Consumer,Florida,East,Furniture,Tables,1198.73,9,0.5,-1702.2
CA-1444,2023-03-07,2023-03-10,First Class,CUS-293,Consumer,Texas,West,Furniture,Bookcases,2368.81,5,0.1,-205.3
CA-1445,2020-01-04,2020-01-11,Standard Class,CUS-509,Corporate,Michigan,Central,Furniture,Chairs,3959.22,8,0.1,-343.13
CA-1446,2021-12-11,2021-12-14,First Class,CUS-717,Consumer,Washington,South,Furniture,Furnishings,334.0,1,0.3,-187.99
CA-1447,2022-05-30,2022-06-05,Standard Class,CUS-916,Corporate,New York,South,Office Supplies,Storage,129.73,3,0.2,-20.11
CA-1448,2020-10-24,2020-10-29,Standard Class,CUS-944,Corporate,Washington,East,Office Supplies,Storage,269.32,9,0.1,14.36
CA-1449,2023-07-30,2023-08-02,Second Class,CUS-435,Consumer,Florida,South,Office Supplies,Paper,193.42,6,0.2,-29.98
CA-1450,2022-02-26,2022-03-05,Standard Class,CUS-159,Corporate,California,West,Furniture,Tables,2927.36,9,0.3,-1647.69
CA-1451,2021-06-07,2021-06-12,Standard Class,CUS-255,Corporate,Michigan,Central,Office Supplies,Pens,878.77,9,0.0,193.33
CA-1452,2023-02-25,2023-03-03,Standard Class,CUS-431,Consumer,Ohio,Central,Technology,Accessories,2732.33,5,0.0,491.82
CA-1453,2022-07-29,2022-08-04,Standard Class,CUS-393,Consumer,Ohio,Central,Technology,Laptops,2195.18,4,0.0,395.13
CA-1454,2021-12-10,2021-12-15,Standard Class,CUS-698,Home Office,Florida,West,Technology,Copiers,1624.68,4,0.0,292.44
CA-1455,2020-04-18,2020-04-25,Standard Class,CUS-471,Home Office,California,East,Furniture,Bookcases,2833.53,6,0.2,-835.89
CA-1456,2020-03-23,2020-03-29,Standard Class,CUS-289,Corporate,California,South,Furniture,Furnishings,2513.29,5,0.0,201.06
CA-1457,2022-04-16,2022-04-20,First Class,CUS-700,Home Office,Florida,West,Furniture,Furnishings,2740.96,9,0.3,-1542.77
CA-1458,2021-06-11,2021-06-18,Standard Class,CUS-631,Home Office,Michigan,Central,Furniture,Chairs,2099.21,6,0.1,-181.93
CA-1459,2020-01-08,2020-01-13,Standard Class,CUS-211,Corporate,California,South,Furniture,Chairs,244.7,1,0.4,-225.13
CA-1460,2020-08-30,2020-09-03,Second Class,CUS-886,Home Office,Washington,Central,Technology,Accessories,1672.48,4,0.3,-774.12
CA-1461,2022-05-26,2022-05-30,Second Class,CUS-142,Consumer,California,South,Office Supplies,Appliances,285.72,6,0.1,15.24
CA-1462,2022-11-09,2022-11-16,Standard Class,CUS-851,Corporate,Texas,Central,Technology,Copiers,3393.41,7,0.1,45.24
CA-1463,2022-06-20,2022-06-26,Standard Class,CUS-983,Home Office,Texas,South,Technology,Copiers,3041.03,6,0.0,547.39
CA-1464,2020-09-23,2020-09-25,Same Day,CUS-416,Consumer,Illinois,Central,Technology,Laptops,2449.65,4,0.0,440.94
CA-1465,2021-08-22,2021-08-27,Standard Class,CUS-368,Corporate,Texas,East,Office Supplies,Storage,281.91,3,0.0,62.02
CA-1466,2023-10-03,2023-10-07,Second Class,CUS-314,Corporate,Illinois,Central,Office Supplies,Binders,77.98,1,0.0,17.16
CA-1467,2023-04-02,2023-04-03,Same Day,CUS-433,Home Office,New York,Central,Office Supplies,Paper,325.97,9,0.0,71.71
CA-1468,2023-05-25,2023-06-01,Standard Class,CUS-457,Home Office,Ohio,West,Technology,Copiers,1777.44,4,0.0,319.94
CA-1469,2022-10-05,2022-10-08,Second Class,CUS-429,Corporate,Ohio,West,Furniture,Bookcases,2107.61,7,0.2,-621.74
CA-1470,2023-04-26,2023-05-02,Standard Class,CUS-615,Consumer,Texas,Central,Furniture,Bookcases,1305.51,4,0.0,104.44
CA-1471,2022-07-08,2022-07-15,Standard Class,CUS-391,Corporate,Michigan,East,Office Supplies,Pens,164.32,2,0.1,8.76
CA-1472,2023-10-10,2023-10-17,Standard Class,CUS-862,Home Office,California,South,Furniture,Bookcases,327.76,2,0.4,-301.54
CA-1473,2023-07-25,2023-08-01,Standard Class,CUS-165,Consumer,Ohio,West,Furniture,Furnishings,2894.91,7,0.0,231.59
CA-1474,2021-08-21,2021-08-27,Standard Class,CUS-848,Corporate,Michigan,Central,Furniture,Tables,3418.51,7,0.0,273.48
CA-1475,2023-06-06,2023-06-12,Standard Class,CUS-961,Corporate,New York,Central,Furniture,Furnishings,613.38,5,0.4,-564.31
CA-1476,2022-02-08,2022-02-15,Standard Class,CUS-984,Consumer,Florida,East,Technology,Phones,529.12,1,0.0,95.24
CA-1477,2021-01-12,2021-01-16,First Class,CUS-679,Home Office,Washington,South,Technology,Laptops,1891.78,6,0.1,25.22
CA-1478,2022-11-14,2022-11-19,Second Class,CUS-284,Corporate,Ohio,West,Technology,Copiers,1057.96,2,0.2,-206.3
CA-1479,2021-03-04,2021-03-10,Standard Class,CUS-515,Home Office,Washington,Central,Technology,Accessories,1509.52,3,0.1,20.13
CA-1480,2020-05-02,2020-05-09,Standard Class,CUS-486,Consumer,New York,East,Office Supplies,Appliances,321.54,7,0.2,-49.84
CA-1481,2022-06-22,2022-06-29,Standard Class,CUS-221,Home Office,Washington,West,Technology,Copiers,2705.24,6,0.1,36.07
CA-1482,2020-01-09,2020-01-15,Standard Class,CUS-432,Consumer,Illinois,South,Technology,Copiers,1769.0,7,0.5,-2335.08
CA-1483,2020-01-01,2020-01-07,Standard Class,CUS-590,Home Office,California,South,Technology,Accessories,2477.03,6,0.2,-483.02
CA-1484,2023-10-23,2023-10-29,Standard Class,CUS-519,Consumer,Washington,Central,Furniture,Furnishings,2285.56,9,0.0,182.84
CA-1485,2021-10-19,2021-10-24,Second Class,CUS-543,Home Office,California,East,Furniture,Bookcases,1188.84,2,0.0,95.11
CA-1486,2022-12-27,2022-12-31,Second Class,CUS-348,Home Office,California,South,Technology,Copiers,4125.72,8,0.1,55.01
CA-1487,2020-05-27,2020-05-31,Second Class,CUS-949,Corporate,Illinois,East,Technology,Accessories,3083.54,7,0.0,555.04
CA-1488,2023-03-16,2023-03-23,Standard Class,CUS-408,Home Office,Michigan,East,Office Supplies,Paper,119.5,2,0.2,-18.52
CA-1489,2023-07-22,2023-07-26,Second Class,CUS-175,Consumer,Texas,Central,Office Supplies,Appliances,515.44,7,0.0,113.4
CA-1490,2021-02-13,2021-02-20,Standard Class,CUS-709,Home Office,Washington,Central,Office Supplies,Storage,363.67,4,0.0,80.01
CA-1491,2020-08-23,2020-08-30,Standard Class,CUS-313,Home Office,Ohio,East,Office Supplies,Appliances,176.78,3,0.0,38.89
CA-1492,2022-07-07,2022-07-13,Standard Class,CUS-688,Consumer,Michigan,West,Office Supplies,Appliances,209.27,3,0.1,11.16
CA-1493,2023-01-16,2023-01-21,Second Class,CUS-402,Consumer,Michigan,South,Furniture,Bookcases,2337.16,7,0.0,186.97
CA-1494,2021-06-16,2021-06-22,Standard Class,CUS-395,Corporate,Texas,South,Technology,Laptops,1961.22,6,0.2,-382.44
CA-1495,2020-02-27,2020-03-04,Standard Class,CUS-396,Home Office,Ohio,West,Furniture,Chairs,903.58,5,0.2,-266.55
CA-1496,2023-10-10,2023-10-15,Standard Class,CUS-763,Corporate,Texas,West,Furniture,Chairs,1200.25,2,0.0,96.02
CA-1497,2021-05-22,2021-05-28,Standard Class,CUS-590,Consumer,Texas,West,Technology,Copiers,340.11,1,0.0,61.22
CA-1498,2022-12-01,2022-12-05,First Class,CUS-580,Consumer,Texas,East,Furniture,Furnishings,2800.93,9,0.4,-2576.85
CA-1499,2022-05-22,2022-05-29,Standard Class,CUS-650,Home Office,California,Central,Technology,Copiers,3244.34,6,0.0,583.98
CA-1500,2020-01-15,2020-01-22,Standard Class,CUS-267,Consumer,Washington,East,Office Supplies,Paper,331.64,8,0.3,-140.24
CA-1501,2022-02-26,2022-03-05,Standard Class,CUS-757,Consumer,Texas,East,Office Supplies,Binders,747.31,9,0.1,39.86
CA-1502,2023-10-21,2023-10-24,Second Class,CUS-216,Corporate,Florida,West,Office Supplies,Appliances,826.41,9,0.0,181.81
CA-1503,2020-11-03,2020-11-07,First Class,CUS-229,Corporate,Illinois,West,Technology,Phones,1266.73,5,0.3,-586.32
CA-1504,2020-06-27,2020-06-27,Same Day,CUS-834,Home Office,Michigan,South,Office Supplies,Storage,477.74,5,0.0,105.1
CA-1505,2023-02-03,2023-02-10,Standard Class,CUS-681,Home Office,New York,Central,Office Supplies,Paper,660.91,9,0.1,35.25
CA-1506,2022-06-12,2022-06-17,Second Class,CUS-417,Home Office,Illinois,East,Furniture,Bookcases,1344.13,5,0.1,-116.49
CA-1507,2022-05-19,2022-05-24,Second Class,CUS-641,Home Office,Michigan,Central,Office Supplies,Binders,268.61,3,0.0,59.09
CA-1508,2021-08-17,2021-08-23,Standard Class,CUS-372,Home Office,Texas,Central,Furniture,Chairs,1692.16,8,0.1,-146.65
CA-1509,2020-05-13,2020-05-16,Second Class,CUS-225,Home Office,Washington,South,Technology,Phones,6345.25,9,0.0,1142.14
CA-1510,2023-04-27,2023-05-03,Standard Class,CUS-701,Home Office,Texas,East,Furniture,Chairs,454.13,2,0.0,36.33
CA-1511,2022-12-18,2022-12-23,Second Class,CUS-720,Home Office,Illinois,Central,Technology,Laptops,2167.0,3,0.0,390.06
CA-1512,2021-04-08,2021-04-12,Second Class,CUS-271,Home Office,Florida,South,Office Supplies,Storage,361.84,8,0.5,-463.15
CA-1513,2020-07-27,2020-08-03,Standard Class,CUS-531,Corporate,New York,South,Technology,Accessories,2138.77,4,0.0,384.98
CA-1514,2022-12-09,2022-12-15,Standard Class,CUS-817,Home Office,Washington,Central,Office Supplies,Pens,52.69,1,0.0,11.59
CA-1515,2021-07-12,2021-07-15,Second Class,CUS-460,Home Office,Washington,East,Technology,Accessories,2645.9,7,0.0,476.26
CA-1516,2020-03-19,2020-03-25,Standard Class,CUS-988,Consumer,Ohio,Central,Technology,Copiers,1035.14,4,0.5,-1366.38
CA-1517,2020-11-05,2020-11-08,First Class,CUS-308,Home Office,Michigan,East,Technology,Laptops,1397.56,9,0.5,-1844.79
CA-1518,2020-11-01,2020-11-07,Standard Class,CUS-227,Corporate,Florida,Central,Furniture,Chairs,1642.47,5,0.4,-1511.07
CA-1519,2021-08-15,2021-08-22,Standard Class,CUS-424,Corporate,Washington,Central,Furniture,Chairs,1923.36,5,0.2,-567.39
CA-1520,2020-09-21,2020-09-28,Standard Class,CUS-711,Home Office,Illinois,Central,Technology,Copiers,4081.81,9,0.0,734.73
CA-1521,2020-04-06,2020-04-11,Standard Class,CUS-315,Corporate,Ohio,East,Furniture,Tables,304.63,1,0.4,-280.26
CA-1522,2020-08-15,2020-08-21,Standard Class,CUS-417,Home Office,Illinois,East,Technology,Phones,606.55,1,0.0,109.18
CA-1523,2020-08-16,2020-08-23,Standard Class,CUS-394,Corporate,California,East,Technology,Accessories,5193.8,8,0.0,934.88
CA-1524,2020-09-04,2020-09-07,First Class,CUS-717,Corporate,Texas,South,Office Supplies,Binders,63.33,2,0.5,-81.06
CA-1525,2022-07-05,2022-07-11,Standard Class,CUS-945,Corporate,Ohio,East,Furniture,Tables,564.45,1,0.0,45.16
CA-1526,2022-12-24,2022-12-30,Standard Class,CUS-340,Home Office,Ohio,East,Office Supplies,Storage,353.09,4,0.0,77.68
CA-1527,2020-10-12,2020-10-17,Standard Class,CUS-633,Home Office,Michigan,South,Technology,Copiers,3147.62,9,0.1,41.97
CA-1528,2021-02-01,2021-02-08,Standard Class,CUS-306,Consumer,California,South,Office Supplies,Appliances,104.48,2,0.0,22.99
CA-1529,2022-03-30,2022-04-04,Standard Class,CUS-576,Home Office,Washington,Central,Office Supplies,Pens,187.68,2,0.0,41.29
CA-1530,2020-03-05,2020-03-11,Standard Class,CUS-803,Consumer,Florida,South,Technology,Phones,1332.43,6,0.1,17.77
CA-1531,2022-10-01,2022-10-02,Same Day,CUS-689,Home Office,Florida,South,Office Supplies,Binders,278.26,7,0.4,-217.04
CA-1532,2022-03-10,2022-03-15,Standard Class,CUS-439,Corporate,Florida,South,Furniture,Furnishings,289.74,1,0.3,-163.08
CA-1533,2021-01-25,2021-01-30,Second Class,CUS-143,Corporate,Ohio,East,Office Supplies,Appliances,34.71,1,0.0,7.64
CA-1534,2022-04-27,2022-05-01,First Class,CUS-905,Consumer,Texas,South,Office Supplies,Binders,648.04,9,0.1,34.56
CA-1535,2021-11-11,2021-11-16,Second Class,CUS-682,Corporate,Texas,West,Furniture,Tables,2955.56,7,0.1,-256.15
CA-1536,2021-08-05,2021-08-08,First Class,CUS-325,Home Office,Florida,South,Office Supplies,Paper,300.9,4,0.0,66.2
CA-1537,2021-07-06,2021-07-13,Standard Class,CUS-673,Consumer,Texas,East,Office Supplies,Appliances,181.7,3,0.2,-28.17
CA-1538,2020-01-13,2020-01-20,Standard Class,CUS-700,Corporate,New York,Central,Office Supplies,Binders,103.9,2,0.1,5.54
CA-1539,2023-12-18,2023-12-24,Standard Class,CUS-219,Home Office,Florida,West,Office Supplies,Paper,291.51,5,0.0,64.13
CA-1540,2020-04-26,2020-05-02,Standard Class,CUS-467,Consumer,California,West,Furniture,Furnishings,1587.67,8,0.4,-1460.65
CA-1541,2021-05-10,2021-05-15,Standard Class,CUS-656,Consumer,Michigan,South,Furniture,Tables,1125.14,8,0.4,-1035.13
CA-1542,2021-07-12,2021-07-19,Standard Class,CUS-719,Consumer,Washington,East,Technology,Phones,892.84,2,0.1,11.9
CA-1543,2023-03-23,2023-03-29,Standard Class,CUS-785,Home Office,Michigan,South,Technology,Accessories,767.95,3,0.1,10.24
CA-1544,2020-06-25,2020-07-02,Standard Class,CUS-742,Consumer,California,Central,Office Supplies,Paper,148.45,3,0.3,-62.77
CA-1545,2022-05-17,2022-05-17,Same Day,CUS-921,Home Office,Washington,East,Furniture,Bookcases,2277.94,5,0.0,182.24
CA-1546,2020-05-27,2020-06-03,Standard Class,CUS-332,Corporate,Illinois,West,Furniture,Chairs,4146.47,8,0.0,331.72
CA-1547,2023-12-30,2024-01-04,Standard Class,CUS-558,Corporate,New York,East,Technology,Laptops,4375.14,9,0.0,787.53
CA-1548,2021-09-01,2021-09-04,First Class,CUS-760,Consumer,Washington,East,Furniture,Furnishings,500.59,1,0.0,40.05
CA-1549,2020-05-09,2020-05-16,Standard Class,CUS-657,Corporate,Michigan,Central,Technology,Copiers,3064.07,7,0.0,551.53
CA-1550,2023-03-03,2023-03-05,First Class,CUS-291,Corporate,Ohio,Central,Furniture,Furnishings,828.47,3,0.2,-244.4
CA-1551,2022-11-08,2022-11-12,Second Class,CUS-183,Home Office,Florida,Central,Technology,Laptops,912.02,3,0.1,12.16
CA-1552,2023-08-09,2023-08-11,First Class,CUS-370,Home Office,Texas,West,Office Supplies,Pens,103.81,3,0.2,-16.09
CA-1553,2021-04-16,2021-04-21,Standard Class,CUS-646,Corporate,Florida,West,Technology,Laptops,2837.54,9,0.4,-2326.78
CA-1554,2021-09-25,2021-09-27,First Class,CUS-756,Corporate,Washington,East,Technology,Accessories,2604.29,7,0.0,468.77
CA-1555,2023-03-01,2023-03-05,Second Class,CUS-296,Home Office,Florida,West,Office Supplies,Pens,92.51,2,0.2,-14.34
CA-1556,2021-10-13,2021-10-18,Standard Class,CUS-101,Corporate,Illinois,West,Technology,Copiers,1465.43,3,0.0,263.78
CA-1557,2022-05-23,2022-05-26,Second Class,CUS-625,Consumer,Florida,Central,Furniture,Bookcases,866.4,4,0.3,-487.66
CA-1558,2022-06-23,2022-06-28,Standard Class,CUS-509,Corporate,New York,West,Office Supplies,Paper,649.26,7,0.0,142.84
CA-1559,2022-07-08,2022-07-15,Standard Class,CUS-365,Corporate,Michigan,Central,Office Supplies,Appliances,334.04,6,0.2,-51.78
CA-1560,2022-01-01,2022-01-04,Second Class,CUS-855,Corporate,Ohio,Central,Office Supplies,Appliances,408.74,7,0.1,21.8
CA-1561,2020-06-28,2020-07-04,Standard Class,CUS-442,Corporate,Washington,South,Office Supplies,Paper,360.96,9,0.0,79.41
CA-1562,2021-03-10,2021-03-13,First Class,CUS-857,Consumer,New York,South,Technology,Copiers,352.45,1,0.2,-68.73
CA-1563,2023-04-02,2023-04-07,Standard Class,CUS-624,Consumer,Washington,East,Office Supplies,Appliances,48.86,1,0.5,-62.53
CA-1564,2022-04-12,2022-04-16,Second Class,CUS-920,Home Office,Ohio,East,Office Supplies,Storage,137.1,3,0.0,30.16
CA-1565,2022-06-09,2022-06-15,Standard Class,CUS-349,Consumer,Ohio,West,Technology,Laptops,747.13,3,0.4,-612.64
CA-1566,2022-09-12,2022-09-19,Standard Class,CUS-353,Corporate,Ohio,South,Office Supplies,Paper,65.43,2,0.0,14.39
CA-1567,2023-10-17,2023-10-24,Standard Class,CUS-874,Consumer,Washington,West,Office Supplies,Appliances,368.35,9,0.0,81.04
CA-1568,2020-01-26,2020-01-31,Standard Class,CUS-520,Home Office,Florida,South,Office Supplies,Pens,385.46,6,0.0,84.8
CA-1569,2023-03-13,2023-03-19,Standard Class,CUS-288,Consumer,Texas,Central,Office Supplies,Appliances,323.53,7,0.0,71.18
CA-1570,2021-06-07,2021-06-12,Standard Class,CUS-855,Consumer,New York,East,Office Supplies,Appliances,262.62,5,0.0,57.78
CA-1571,2021-08-12,2021-08-14,Same Day,CUS-141,Consumer,New York,South,Furniture,Furnishings,3360.38,7,0.2,-991.31
CA-1572,2021-01-11,2021-01-16,Second Class,CUS-777,Home Office,Illinois,West,Furniture,Chairs,2974.98,5,0.0,238.0
CA-1573,2022-03-14,2022-03-19,Standard Class,CUS-314,Corporate,Washington,South,Technology,Phones,3558.26,6,0.2,-693.86
CA-1574,2020-08-13,2020-08-16,Second Class,CUS-871,Home Office,Florida,West,Furniture,Furnishings,926.77,2,0.1,-80.32
CA-1575,2023-04-05,2023-04-09,Second Class,CUS-884,Corporate,New York,West,Furniture,Bookcases,1178.89,4,0.1,-102.17
CA-1576,2022-07-07,2022-07-13,Standard Class,CUS-231,Home Office,Ohio,Central,Furniture,Bookcases,1449.56,7,0.0,115.96
CA-1577,2023-06-16,2023-06-23,Standard Class,CUS-466,Home Office,California,Central,Office Supplies,Binders,229.11,8,0.3,-96.88
CA-1578,2022-08-17,2022-08-20,First Class,CUS-519,Corporate,California,South,Office Supplies,Pens,465.76,9,0.4,-363.29
CA-1579,2021-12-08,2021-12-12,First Class,CUS-143,Corporate,Michigan,East,Office Supplies,Binders,39.56,1,0.0,8.7
CA-1580,2020-02-06,2020-02-11,Standard Class,CUS-502,Consumer,Michigan,East,Technology,Accessories,2001.9,5,0.1,26.69
CA-1581,2021-03-03,2021-03-08,Standard Class,CUS-679,Corporate,Washington,East,Technology,Laptops,2945.45,4,0.0,530.18
CA-1582,2021-01-28,2021-01-29,Same Day,CUS-457,Home Office,New York,West,Furniture,Tables,1491.18,9,0.4,-1371.89
CA-1583,2020-02-18,2020-02-23,Standard Class,CUS-244,Consumer,Washington,South,Furniture,Furnishings,319.78,1,0.0,25.58
CA-1584,2023-08-22,2023-08-27,Standard Class,CUS-752,Home Office,Illinois,East,Office Supplies,Binders,378.48,6,0.0,83.27
CA-1585,2020-08-06,2020-08-09,Second Class,CUS-191,Consumer,Washington,East,Office Supplies,Binders,393.97,6,0.3,-166.6
CA-1586,2022-12-16,2022-12-21,Standard Class,CUS-118,Corporate,Washington,Central,Office Supplies,Storage,187.7,5,0.1,10.01
CA-1587,2020-08-24,2020-08-27,First Class,CUS-154,Home Office,Texas,West,Furniture,Chairs,2809.51,9,0.2,-828.81
CA-1588,2020-07-19,2020-07-24,Standard Class,CUS-608,Corporate,Michigan,West,Technology,Copiers,3082.69,7,0.0,554.88
CA-1589,2020-09-14,2020-09-21,Standard Class,CUS-673,Home Office,New York,Central,Office Supplies,Pens,342.39,4,0.0,75.33
CA-1590,2021-03-04,2021-03-07,First Class,CUS-808,Home Office,Ohio,West,Office Supplies,Binders,430.07,7,0.1,22.94
CA-1591,2022-12-16,2022-12-23,Standard Class,CUS-879,Consumer,Texas,Central,Technology,Copiers,4279.93,8,0.1,57.07
CA-1592,2020-09-27,2020-10-02,Standard Class,CUS-518,Home Office,California,Central,Technology,Laptops,375.26,1,0.1,5.0
CA-1593,2023-01-24,2023-01-30,Standard Class,CUS-202,Consumer,Florida,West,Furniture,Bookcases,300.3,1,0.0,24.02
CA-1594,2023-01-10,2023-01-16,Standard Class,CUS-578,Corporate,Washington,Central,Furniture,Tables,573.71,2,0.4,-527.82
CA-1595,2021-06-30,2021-07-06,Standard Class,CUS-488,Corporate,California,East,Office Supplies,Storage,218.66,9,0.5,-279.89
CA-1596,2023-07-26,2023-07-26,Same Day,CUS-777,Home Office,California,Central,Furniture,Tables,677.74,2,0.2,-199.93
CA-1597,2021-01-14,2021-01-21,Standard Class,CUS-757,Consumer,California,Central,Technology,Accessories,3013.46,5,0.0,542.42
CA-1598,2021-05-17,2021-05-24,Standard Class,CUS-218,Consumer,Ohio,East,Office Supplies,Storage,580.94,9,0.2,-90.05
CA-1599,2023-10-12,2023-10-16,Second Class,CUS-515,Consumer,Ohio,East,Technology,Laptops,1338.45,2,0.0,240.92
CA-1600,2022-10-24,2022-10-30,Standard Class,CUS-330,Corporate,Florida,East,Technology,Laptops,500.69,1,0.1,6.68
CA-1601,2021-06-19,2021-06-25,Standard Class,CUS-615,Home Office,New York,East,Office Supplies,Storage,421.08,9,0.0,92.64
CA-1602,2021-04-17,2021-04-22,Standard Class,CUS-423,Consumer,Illinois,South,Office Supplies,Pens,338.33,6,0.0,74.43
CA-1603,2020-06-28,2020-07-02,Second Class,CUS-919,Corporate,Illinois,South,Office Supplies,Appliances,28.91,1,0.2,-4.48
CA-1604,2021-12-28,2022-01-02,Standard Class,CUS-183,Corporate,Michigan,East,Technology,Accessories,1052.72,3,0.1,14.04
CA-1605,2023-09-21,2023-09-24,Second Class,CUS-646,Consumer,Washington,West,Office Supplies,Appliances,505.13,8,0.0,111.13
CA-1606,2021-06-26,2021-07-01,Second Class,CUS-336,Home Office,Florida,East,Furniture,Chairs,2767.52,8,0.2,-816.42
CA-1607,2021-01-30,2021-02-06,Standard Class,CUS-650,Consumer,Washington,East,Furniture,Tables,1801.48,9,0.1,-156.13
CA-1608,2023-09-20,2023-09-25,Standard Class,CUS-960,Consumer,Ohio,East,Office Supplies,Pens,189.08,6,0.4,-147.48
CA-1609,2021-01-07,2021-01-12,Standard Class,CUS-577,Consumer,Michigan,Central,Furniture,Chairs,858.44,5,0.2,-253.24
CA-1610,2023-10-13,2023-10-20,Standard Class,CUS-709,Home Office,Illinois,East,Furniture,Furnishings,587.28,2,0.0,46.98
CA-1611,2023-04-27,2023-05-01,First Class,CUS-961,Home Office,Washington,West,Office Supplies,Appliances,163.11,5,0.2,-25.28
CA-1612,2020-08-11,2020-08-17,Standard Class,CUS-659,Home Office,Florida,East,Technology,Accessories,1836.3,6,0.3,-849.95
CA-1613,2022-10-12,2022-10-14,First Class,CUS-471,Consumer,New York,Central,Technology,Phones,1249.42,3,0.1,16.66
CA-1614,2023-02-08,2023-02-14,Standard Class,CUS-222,Home Office,Michigan,South,Office Supplies,Paper,590.05,6,0.0,129.81
CA-1615,2021-12-03,2021-12-10,Standard Class,CUS-997,Home Office,California,South,Furniture,Bookcases,4208.05,9,0.1,-364.7
